"Honduras","Atlantida","La Ceiba","77100","91"
"Honduras","Atlantida","Tela","24000","91"
"Honduras","Colon","Trujillo","",""
"Honduras","Comayagua","Comayagua","44300","91"
"Honduras","Copan","Santa Rosa de Copan","21500","91"
"Honduras","Cortes","San Pedro Sula","325900","91"
"Honduras","Cortes","Puerto Cortes","32500","91"
"Honduras","Choluteca","Choluteca","63200","91"
"Honduras","El Paraiso","Danli","35500","91"
"Honduras","El Paraiso","Yuscaran","",""
"Honduras","Francisco Morazan","Tegucigalpa","670100","91"
"Honduras","Francisco Morazan","Siguatepeque","32200","91"
"Honduras","Gracias a Dios","Puerto Lempira","",""
"Honduras","Intibuca","La Esperanza","",""
"Honduras","Islas de la Bahia","Roatan","",""
"Honduras","La Paz","La Paz","",""
"Honduras","Lempira","Gracias","",""
"Honduras","Ocotepeque","Ocotepeque","",""
"Honduras","Olancho","Jutigalpa","22500","91"
"Honduras","Santa Barbara","Santa Barbara","",""
"Honduras","Valle","Nacaome","",""
"Honduras","Yoro","El Progreso","70000","91"
"Honduras","Yoro","Olanchito","15900","91"
"Honduras","Yoro","Yoro","",""
