"Country","Province","City","Latitude","Longitude","Population","Year",
"Senegal","Dakar","Dakar","14.7","-17.4833","1382000","85"
"Senegal","Diourbel","Diourbel","","","",""
"Senegal","Fatick","Fatick","","","",""
"Senegal","Kaolack","Kaolack","","","132000","85"
"Senegal","Kolda","Kolda","","","",""
"Senegal","Louga","Louga","","","",""
"Senegal","Saint Louis","Saint Louis","","","122000","85"
"Senegal","Tambacounda","Tambacounda","","","",""
"Senegal","Thies","Thies","","","156000","85"
"Senegal","Ziguinchor","Ziguinchor","","","107000","85"
