"Country","Province","City","Latitude","Longitude","Population","Year",
"Venezuela","","Turmero","","","174280","90"
"Venezuela","","Santa Ana de Coro","","","124506","90"
"Venezuela","Amazonas","Puerto Ayacucho","","","",""
"Venezuela","Anzoategui","Barcelona","","","221792","90"
"Venezuela","Anzoategui","Puerto La Cruz","","","155731","90"
"Venezuela","Apure","San Fernando","","","",""
"Venezuela","Aragua","Maracay","","","354196","90"
"Venezuela","Barinas","Barinas","","","153630","90"
"Venezuela","Bolivar","Ciudad Bolivar","","","225340","90"
"Venezuela","Bolivar","Ciudad Guayana","","","453047","90"
"Venezuela","Carabobo","Valencia","","","903621","90"
"Venezuela","Carabobo","Puerto Cabello","","","128825","90"
"Venezuela","Carabobo","Guacara","","","100766","90"
"Venezuela","Cojedes","San Carlos","","","",""
"Venezuela","Delta Amacuro","Tucupita","","","",""
"Venezuela","Falcon","Coro","","","",""
"Venezuela","Guarico","San Juan","","","",""
"Venezuela","Lara","Barquisimeto","","","625450","90"
"Venezuela","Merida","Merida","","","170902","90"
"Venezuela","Miranda","Los Teques","","","140617","90"
"Venezuela","Miranda","Petare","","","338417","90"
"Venezuela","Miranda","Baruta","","","182941","90"
"Venezuela","Miranda","Guarenas","","","134158","90"
"Venezuela","Monagas","Maturin","","","206654","90"
"Venezuela","Nueva Esparta","La Ascuncion","","","",""
"Venezuela","Portuguesa","Acarigua","","","116551","90"
"Venezuela","Portuguesa","Guanare","","","",""
"Venezuela","Sucre","Cumana","","","212432","90"
"Venezuela","Tachira","San Cristobal","","","220675","90"
"Venezuela","Trujillo","Trujillo","","","",""
"Venezuela","Yaracuy","San Felipe","","","",""
"Venezuela","Zulia","Maracaibo","10.65","-71.6","1249670","90"
"Venezuela","Zulia","Cabimas","","","165755","90"
"Venezuela","Distrito Federal","Caracas","10.5","-66.9333","1822465","90"
"Venezuela","Distrito Federal","Catia La Mar","","","100104","90"
